Internal Doc No,Voucher/Invoice Number,Voucher/Invoice Date,Item Number,PO Number,PO Date,Transporter Name,Transporter No,HMIL Vendor Code,HMIL Part Description,HMIL Part No,ITW Part No,HSN Code,Tarriff No,Item/Service Description,No.Of Cases,Item Quantity,Base UOM,Item/Unit Rate,Item/Unit Amount,S-GST(%),S-GST,C-GST(%),C-GST,I-GST(%),I-GST,Material Cost,Tax Amount,Grand Total,Net Amount,Cons Part Cost,Assessable Value,Tool Cost,Cons Matl Cost,GSTIN,Plant Name,Shop Code,Gate No.
T-1908935,T-1908935,20191019,1,4800923644,20191017,,,TEWG,RETAINER ASSY C/TOP CPVER MTG,861552H100,NAK01000202,8708.99.00,,RETAINER ASSY C/TOP CPVER MTG,1,8000,EA,1.54,12320,14,1724.8,14,1724.8,0,0,12320,3449.6,15769.6,12320,,12320,0,0,33AADCN3438M1ZC,Plant #1,AK,1A10
